	Domain	Phylum	Class	Order	Family	Genus	OTU
3ed05558d987b4a424e486bae5a13220	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
516aa768e2e478bbb55a3bc784dafd22	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
bca692028b1ee1985a0a79829ae1be34	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
db4610b82589720b141af3f7cca5339b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
066a26869b150e119af1ba42c9560827	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
70beea4c9b02dc5a4bbcb4615755d339	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
6aafc8fca9a9d11645151ec15449e5b4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
700f10680d0befda165341ba5eba362a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
a2d00628a443cf0fb64186b975bdfa4d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
f5045a7fed3f8b7bbc7a4024e18b5d18	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
522242b757597c9a08d8675145056b19	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
4501c6d9cbf536a17cca7bebfc348baa	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
279dea4cfaa9bfdf506edbaa3433acae	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
a3f32836dd17f06aa638a7f583b383f5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
9c77cd50d78400e1b068eb9223bc894f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
c4274b44276263d0c3021a7f312ce8c7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
ba7e7e54754e37742eb548021d2e477f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
eb7176dbda53db07c5bcd55baebd6889	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
e2018e0e60d40d6c3252683601afd20d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
c5f777b5f65aa2daa525cecdc5309472	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
a0404a8faeb4bf31b254826b4bdf0c2e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
b095d6a02372d618185c7c38ebf93437	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
170b19a153b7c2b3c496f12ada9b3b55	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
5abcb9d9c0691b5c754eac4c00df3ca7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
f165594a8b1b02d987666fe33a4699e8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	NA
79d01f65a4b4d8cd0af7f45ef1baccc7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	NA	NA
3df261e1a1aaf29a9cba34f25ec2e5fd	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
80a5cb9001fa1356ec097549337a0a64	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
1e7fa47c30c057885a2bce9e46c33faa	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
d044567afe1b55548c986b8a55ee8127	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
93d0fbdd778053d5e0750f1828e779e2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	s__noxia
b2b0abd439948e6cf90718d5f2d44413	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	s__noxia
8d8d8350a5ae49e9662e3e4833d4b4c0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
24ce2e7d7396f8f76d0431c3ab1c438b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megamonas	NA
2bf1953fe24053ccb8d7e2e15bd50fa8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megamonas	NA
c2d44238b8c6b00cea048a3d1d89def6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Pectinatus	NA
f0d7668499caa3570b5d09f82654fbb4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Pectinatus	NA
b1686f2a9e26e40bf9d894d7523a7774	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	NA	NA
5fe19e6d7eadb41df1ffae7be4754177	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
fe726095eb6f801ec79f2fe504f9756f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	NA
6935fa793bb5131df8f7e6cecc987682	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella	NA
ae5316d730eb085d9f654f162ddb8143	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella	NA
3a44cabd56cf48f70a121d8e0001e75a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella	NA
9396c76b8874baffda85c02f19151d50	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella	NA
3e4ab5a20a96bb52496c7c0e67734e53	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella	NA
b1e26d0956676effc6f659d132ed4dff	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella	NA
87b22d4a7dd49120a5e09d2310c73e3e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Selenomonas	s__lacticifex
acbccb8eac94f24e5c5677776271dbee	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	NA	NA
d42ba24f0d5478edfd0874a6ac3bc244	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	NA	NA
fc16c529a16547e924b72aec7457cd3d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Sporomusa	NA
9e9ff3d1d7a60dc34781a73d733d9bd2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Sporomusa	s__polytropa
19089dde4825738336466a770969e792	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Sporomusa	NA
af8122d0785874c71be854dd04458d63	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__vadinHB04	NA
65654770a942b3ed73ed3001ce78e695	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Phascolarctobacterium	NA
e86777d089ef2d3f7f8b21d994577a62	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Phascolarctobacterium	NA
273b2166874c7fb2a29c7685a202cd07	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Acidaminococcus	NA
82f3097fdc92a93b65db73518aa1544e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Acidaminococcus	NA
88954759241e31e1c21dc464949d9e1b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Acidaminococcus	NA
5b6f5cd273f9ff4ade5ee81a0ee9c40c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Symbiobacteriaceae	g__Symbiobacterium	s__thermophilum
d2badbbd2faf1fd8cc6cb91b48858bd8	k__Bacteria	p__Firmicutes	c__Clostridia	NA	NA	NA	NA
a1f62ae5bb12a8b980753fe4a6cb56c7	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	NA	NA	NA
9c4bf95ef248e1cce1bdb342af14ea08	k__Bacteria	p__Firmicutes	c__Clostridia	o__OPB54	NA	NA	NA
39b4fff3923b3ddf8bae4b9063ada55c	k__Bacteria	p__Firmicutes	c__Clostridia	o__OPB54	NA	NA	NA
8da7c8325719f771b3c2812d17b3bfa4	k__Bacteria	p__Firmicutes	c__Clostridia	o__OPB54	NA	NA	NA
c158156cfa57dc58fe7111925f56b828	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Dehalobacter_Syntrophobotulus	NA
7db2b803a5fc6e44b3175e868ece4d70	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Dehalobacteriaceae	g__Dehalobacterium	NA
68cee59790ca7373d7e1c03c190248e3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Dehalobacteriaceae	g__Dehalobacterium	NA
e7b1e43521cc51a6a9ddf5db2a8220e5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Dehalobacteriaceae	g__Dehalobacterium	NA
bf01cfa72234e29009f69220cf6f3a45	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
fb42b14e9d9fc5fbfba3b5241690dc84	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
1e9feb5293b69e2d659f32a5a7ce7499	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
45e4bdfe5bdf68b3858bcab79af845a5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
ad25edd2c394e01f8d11b662e597c6e7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
eb92dca410bd876ced946c5e7dbe5d4c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
e61c5a9156359958378b14eeef788256	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
8f1693c92db65d05e60576066f5915b3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfosporosinus	s__meridiei
c5edf56a8fef0bc3f5f6b698a6b786ec	k__Bacteria	p__Firmicutes	c__Bacilli	o__Haloplasmatales	f__Haloplasmataceae	NA	NA
012fb17900ee49e5fcda58d2ef74df4a	k__Bacteria	p__Actinobacteria	c__OPB41	NA	NA	NA	NA
09c9f7fd7e5d7b4b9bf10afcf017c553	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Thermoactinomycetaceae	NA	NA
4d728686954217dab770e832cf5aefb3	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__foraminis
5eb46036f29f8406621d7fba672fe12e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__thermodenitrificans
91a8913aeb117c283a834572e6f972a5	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__thermodenitrificans
a0a14712e4cf136df6d0b771d8cfe49b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
83f606e85ccdb10d0d583221ceeae201	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
cd905f2129e48c3bc6527b16a304638f	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__thermodenitrificans
1d039aac93af3a52bc32d02fedf9344b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
b93f06d5b38d7ecf8135d5b398e97edd	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
3fe29f4de417347f0bc58719460bd9a8	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
56e4652e79a7883c0d1a47561cbb41d6	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
ce4972cea2aae41d6a2f9960fb87f747	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
601c7fc1ec0312a52686cfbe95528aca	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
43d4836a7979a9ecd91704a297efa0f6	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
7579727e38083a4a1eec2ff9a196abe9	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
3397eff4588b0468fddb93ebac9db31c	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
44c56480ee815f063327c8cac5ac19be	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
044c1ed44376af73bdd0365eaef51361	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
a7c34be46fa90ea1f5a455d292060afa	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
0670f654dd8d74000745613e2d357c42	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
e68336cbe3877270276ea7941cde2f73	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
631827aaef5b3bde4cb97ef1eefdc2ff	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
a6de25860a8b594a8737cf2baa49f24d	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
200c6eb13ee6a57fe056643d9624b60a	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__vulcani
beed46cbdfea2e2802d987194ae1aac2	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
54e807b30479d0e84d7e98fed05ed495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
f0e4c9aefb282e36180cf36a6b24f6bc	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
a36b35306a0e6243f60b9fa16d81d6bd	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	s__kestanbolensis
21096fea8fbbb0c90ba902ec6a8c5fdb	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__foraminis
58723bb2aba9e2c248b69d811f8f1e26	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
ae7efd67ffda36b0272781d1239605a4	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
054165117dbbc7ef2e333371d7fc9b5a	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	NA
172b005d33625cc20739fa33f3a88c06	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
38f7c0ee6bac80b8b7b0a6286fb05cb8	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	NA	NA
1035539cad29b2364d279e7c5114d4b6	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	NA	NA
b20c9c215032c525d354587aa61bb4dd	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	NA	NA
0211a1f8f2df368c4bc094b6999525be	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Aneurinibacillus	NA
901af4f51420efe87204513cbece2861	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	NA	NA
5d268e477b3cda650c7683ec17df240e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
97939db1affab51d4ec032730bb08a43	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
2338aace1a20b45775561f426836aec1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
2c85afdb2e12bb277f120d60a25ca155	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
18455d60f4ffa67772a8bb7b54bef685	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
59d90ff4b06a8cf6e6365093055aa03d	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
816b13f71e3eab6f4e0e244410a9f432	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__thermoamylovorans
c80a3d914396bd780722187b5234f7cb	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
6d350e1fecb972294579217f2a162e80	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Aeribacillus	s__pallidus
e34e577c0ae48ebddc474d5f131d5af2	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	NA	NA
e7bce16d644e2c4ce0627795684eb1dc	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__oleronius
ab92347666a7393683dd677c6b13edd9	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Natronobacillus	NA
5a9af282260143130d1a478643f3c144	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Natronobacillus	NA
3a019439bdbf86d760c6f3037ba2cb22	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
760888405a446eb7c4600c12a65d6c31	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
f2c23bd43be36174e424d01e361f5581	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__coagulans
a5dd64a4a29e6f645509a91ee15e5128	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__coagulans
66edc35b69eafd22e25dc84e19e40da7	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
fb31ec59e4d10e1f16b963ce2080e7d8	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__coagulans
9be99fafbfd19f05621497e58cbe2774	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Gracilibacillus	s__halotolerans
bb6a278256ad2444733cb27c83110d42	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Gracilibacillus	s__halotolerans
9475e817753006533ef89ca295e04ae1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__clausii
7b143526ec104978cb8bc24d86129a1e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__trypoxylicola
a2f5f86d60b6a071f26199e63e7499ea	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
8214050a90aa70bf2d0f6c5f3b800d2b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
f2db128e3a5da0398e0191a0f0f8606b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
4bf54a44bb85f2739e3520ace97b4eae	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia	NA
55b5679ea0b3462530441b892c47c3f4	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia	NA
b2e212af7c5f00bf598edc8a031959e6	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia	NA
c9a37732d9bcedc950ebcb20ef3c9ab6	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
ed618c14701a65840cd2c2046a6557f3	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
38435a1e95df72fea8ae6add5b95b745	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Alloiococcus	NA
fdb77967f908752412f454de1ff74bbf	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Alloiococcus	NA
6f7843aeedda8ffc2280ea489a05d654	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	NA	NA
0da90c7961a9fe2cc4991c67eb4b07df	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	NA	NA
f2b8e3e49ac663494070d6c796eed173	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	NA	NA
cd0e318653e4d8653d401bb55fdef26c	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	NA	NA
8ed0a81b610513c1ebf4250d7029a70b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	NA	NA
8043d42e838894cd5aaad2bb955db78b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	NA	NA
a5f9fec4173cab641e3c5f924b2da145	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Facklamia	NA
303bddb178756553fe339d6d75629585	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
3dfcd9a60569a34af034374d070a466e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	NA	NA
039af604ed61893a77057497cfc5b0f2	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
8f87313fe2a67c65996cf61206abf4a5	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
9e0aa5081c8f2bdbb684109d45cc3cd3	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
620edd2956ede81b09704c3f3f5657fa	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
72535f06f89fa4a26feb682485c61456	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
4edd5736943ddf7ab8e29526b20a7a3e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
47aa50a208a0b7126e98fe7e68c0ebe4	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
e2bc66746d462703e32afa2615cc4087	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
fccb7708631dbc164a0aa38c1d2eb3f0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
93659a849dc5bc24c1dc8f17503ce113	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
4710eaa0ecc2524fee2004a7eca37987	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
5403edca9bb304d8c827980801bbc9aa	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
42325becb388090c5993cf56887fe77e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
c0960bfaf47a4405d6c33e5a34ac84fc	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	NA	NA
8a82cb5244ecc46fcdbffef86a2b9c28	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	s__paramesenteroides
a5609fe0ddd546e0a58a525115bf84c2	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	NA	NA
a179a3aea9bdbaac7c8f3bff16bfb494	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
5c2f196ecaa7d5dd644a9121cad38f8b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
5973ff69069c25031d78f7540f9f78d3	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	s__paramesenteroides
42f1e4c8f1c30d28754fdeb88340eee8	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Fructobacillus	NA
